Deklaracja ścieżek;Kontrola deklaracji ścieżek (pliki *.pth i *.pti);exec('pth','%release');;;;;;;;;
Katalog;Plik;Nr linii;Linia;Linia;Typ;Element;Opis;Zapis poprawny;;;
PAR_NAG;PAR_WER1;N;RKPRZ021;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PAR_NAG;UMUF_WER;N;RKPRZ020;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PAR_NAG;UMU_WER;N;RKPRZ020;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PAR_POZ;FAK_WER;N;RKPRZ022;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PAR_POZ;KOM_WER;N;RKPRZ022;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PAR_POZ;PAR_WER;N;RKPRZ022;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PAR_POZ;UMU_WER;N;RKPRZ022;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PB;PB_WER1;N;RKPRZ001;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PB;PB_WER1W;N;RKPRZ001;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PB;PB_WER2;N;RK_PB_ARCH;rk_pb_arch;!hbn_prz_zbpr;*;*;*;B;Brak parametru.;N
PB_OP;WER_OP;N;RPDO;rpdo;rozrach_przel;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PD_BUF;WER;N;PD_BUF_REK;pd_buf_rek;plan_dostaw;*;*;*;B;Brak parametru.;N
PD_BUF;WER_M;N;PD_BUF_REK;pd_buf_rek;plan_dostaw;*;*;*;B;Brak parametru.;N
PD_D_USE;WER;N;PDDUSE_REK;pdduse_rek;!lzk_pld_dpla;*;*;*;B;Brak parametru.;N
PD_K;WER;N;PD_K_BREK;pd_k_brek;!lzk_pld_ppla;*;*;*;B;Brak parametru.;N
PD_K_ZAM;WER;N;ZAM_BREK;zam_brek;!lzk_pld_ppla;*;*;*;B;Brak parametru.;N
PD_LMN;WER;N;PD_LMN_BREK;pd_lmn_brek;!lzk_pld_dpla;*;*;*;B;Brak parametru.;N
PD_N;WER;N;PD_N_BREK;pd_n_brek;!lzk_pld_ppla;*;*;*;B;Brak parametru.;N
PD_P;WER;N;PD_P_BREK;pd_p_brek;!lzk_pld_ppla;*;*;*;B;Brak parametru.;N
PLOB_H;WER;N;PLOB_H_WER_RB;plob_h_wer_rb;plob_h;*;*;*;B;Brak parametru.;N
PLOB_L;WER;N;PLOB_L_WER_RB;plob_l_wer_rb;plob_l;*;*;*;B;Brak parametru.;N
PLOB_OL;WER;N;PLOB_OL_WER_RB;plob_ol_wer_rb;plob_ol;*;*;*;B;Brak parametru.;N
PL_RES;ADD;N;PL_RES_BEREC;plres_berec;po_param;*;*;*;B;Brak parametru.;N
PL_RES;PLAN;N;PL_RES_BEREC;plres_berec;po_param;*;*;*;B;Brak parametru.;N
PL_RES;WER;N;PL_RES_BEREC;plres_berec;po_param;*;*;*;B;Brak parametru.;N
PL_WYK;WER;N;PL_WYK_RECORD;pl_wyk_record;po_wyk;*;*;*;B;Brak parametru.;N
POJ;WER;N;POJ_STU;poj_stu;umowy_wspolne;*;*;*;B;Brak parametru.;N
POJAZDY;WER;N;REKPRZPOJ;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POJAZDY;WER_JT;N;REKPRZPOJ;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POJAZDY;WER_K;N;REKPRZPOJ;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POJAZDY;WER_KW;N;REKPRZPOJ;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POS;SEL;N;POS_REK;pos_rek;umowy;*;*;*;B;Brak parametru.;N
POS;SLO;N;POS_REK;pos_rek;umowy;*;*;*;B;Brak parametru.;N
POS;WER;N;POS_REK;pos_rek;umowy;*;*;*;B;Brak parametru.;N
POS;WER2;N;POS_REK;pos_rek;umowy;*;*;*;B;Brak parametru.;N
POS;WER3;N;POS_REK;pos_rek;umowy;*;*;*;B;Brak parametru.;N
POZ;BO;N;POZ_REC;br_poz;dok_fks;*;*;*;B;Brak parametru.;N
POZ;C_WER;N;POZ_REC;br_poz;dok_fks;*;*;*;B;Brak parametru.;N
POZ;C_WYS;N;OPIS_KON;opis_kon;!fks_ksr_zbka;*;*;*;B;Brak parametru.;N
POZ;C_WYS1A;N;OPIS_KON;opis_kon;!fks_ksr_zbka;*;*;*;B;Brak parametru.;N
POZ;PROJEKTY;N;OPIS_KON;opis_kon;!fks_ksr_zbka;*;*;*;B;Brak parametru.;N
POZ;SEL;N;POZ_REC;br_poz;dok_fks;*;*;*;B;Brak parametru.;N
POZ;SEL1;N;POZ_REC;br_poz;dok_fks;*;*;*;B;Brak parametru.;N
POZ;SELM;N;POZ_REC;br_poz;dok_fks;*;*;*;B;Brak parametru.;N
POZ;VSEL;N;POZ_REC;br_poz;dok_fks;*;*;*;B;Brak parametru.;N
POZ;VSELM;N;POZ_REC;br_poz;dok_fks;*;*;*;B;Brak parametru.;N
POZ;WYR;N;RKPRZ035;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POZ;ZWER;N;POZ_REC;br_poz;dok_fks;*;*;*;B;Brak parametru.;N
POZDOK;POZ_PRZE;N;RKPRZ005;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POZDOK;WER;N;RKPRZ005;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POZF;WER;N;br_pozf;br_pozf;!fks_dks_dark;*;*;*;B;Brak parametru.;N
POZF;WEREDI;N;br_pozf;br_pozf;!fks_dks_dark;*;*;*;B;Brak parametru.;N
POZF;WEREEDI;N;br_pozf;br_pozf;!fks_dks_dark;*;*;*;B;Brak parametru.;N
POZF;WERZEDI;N;br_pozf;br_pozf;!fks_dks_dark;*;*;*;B;Brak parametru.;N
POZOPER;SLO;N;RKPRZ006A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POZOPER;SLO2;N;RKPRZ006A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POZOPER;WER1;N;RKPRZ006A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POZOPER;WER2;N;RKPRZ006A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
POZOPER;WER_KON;N;RKPRZ042;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PROD_REJ;EWER_END;N;recProdRejEnd;recProdRejEnd;ekioski;*;*;*;B;Brak parametru.;N
PROD_REJ;EWER_REJ;N;recProdRej;recProdRej;ekioski;*;*;*;B;Brak parametru.;N
PROD_REJ;WER;N;RKPRZ_4REJ;rkprz_4rej;prod_rej;*;*;*;B;Brak parametru.;N
PROD_REJ;WERF;N;RKPRZ_4REJ;rkprz_4rej;prod_rej;*;*;*;B;Brak parametru.;N
PROD_REJ;WWER_REJ;N;recProdRej;recProdRej;ekioski;*;*;*;B;Brak parametru.;N
PROJ2FAP;WER_PRJS;N;PROJ2FAP_BEREC;proj2fap_berec;projekty;*;*;*;B;Brak parametru.;N
PROJ2FAP;WER_PRJZ;N;PROJ2FAP_BEREC;proj2fap_berec;projekty;*;*;*;B;Brak parametru.;N
PROJ2FAP;WRR_PRJZ;N;PROJ2FAP_BEREC;proj2fap_berec;projekty;*;*;*;B;Brak parametru.;N
PROJ_REF;PODZIAŁY;N;br_proj_skidxd;br_proj_skidxd;projekty_ref;*;*;*;B;Brak parametru.;N
PROJ_REF;ZAPISY;N;br_proj_poz;br_proj_poz;projekty_ref;*;*;*;B;Brak parametru.;N
PVAT;WER;N;br_pvat;br_pvat;!fks_vat_zdoz;*;*;*;B;Brak parametru.;N
PVAT;WER_WORK;N;br_pvat;br_pvat;!fks_vat_zdoz;*;*;*;B;Brak parametru.;N
PW;SELECT;N;br_pw;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PW;WER;N;br_pw;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PW;WER_ARCH;N;br_pw;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PWB;WER;N;REK_PWB;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PWN;WER;N;br_pwn;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
PWOPOZ;SEL;N;PWOPOZ_RB;pwopoz_rb;!wyp_lwp_dpwy;*;*;*;B;Brak parametru.;N
PWOPOZ;WER;N;PWOPOZ_RB;pwopoz_rb;!wyp_lwp_dpwy;*;*;*;B;Brak parametru.;N
PWOPOZ;X_SEL;N;PWOPOZ_RB;pwopoz_rb;!wyp_lwp_dpwy;*;*;*;B;Brak parametru.;N
PX_GRP;WER;N;PX_GRP_RKPRZ;px_grp_rkprz;px_grp;*;*;*;B;Brak parametru.;N
PX_KONT;PX_WER;N;PX_KONT_RKPRZ;px_kont_rkprz;px_plan;*;*;*;B;Brak parametru.;N
PX_KONT;PX_WERT;N;PX_KONT_RKPRZ;px_kont_rkprz;px_plan;*;*;*;B;Brak parametru.;N
PX_OBJ;WER;N;PX_OBJ_RKPRZ;px_obj_rkprz;px_obj;*;*;*;B;Brak parametru.;N
PX_OBJ;WERT;N;PX_OBJ_RKPRZ;px_obj_rkprz;px_obj;*;*;*;B;Brak parametru.;N
PX_OBJ;WYK;N;PX_OBJ_RKPRZ;px_obj_rkprz;px_obj;*;*;*;B;Brak parametru.;N
PX_STAGE;PX_POI;N;PX_POINT_BREC;px_point_brec;px_point;*;*;*;B;Brak parametru.;N
PX_STAGE;PX_SET;N;PX_POINT_BREC;px_point_brec;px_point;*;*;*;B;Brak parametru.;N
PX_TEX;SEL;N;PX_TEX_WER_br;PX_TEX_WER_br;px_tex;*;*;*;B;Brak parametru.;N
PX_TEX;SLO;N;PX_TEX_WER_br;PX_TEX_WER_br;px_tex;*;*;*;B;Brak parametru.;N
PX_TEX;WER;N;PX_TEX_WER_br;PX_TEX_WER_br;px_tex;*;*;*;B;Brak parametru.;N
PX_TEX;WER4GRP;N;PX_TEXWER4GRPbr;PX_TEXWER4GRPbr;px_tex;*;*;*;B;Brak parametru.;N
PX_TEX;WER_ALL;N;PX_TEX_WER_br;PX_TEX_WER_br;px_tex;*;*;*;B;Brak parametru.;N
PX_TEX;WER_M;N;PX_TEX_WER_br;PX_TEX_WER_br;px_tex;*;*;*;B;Brak parametru.;N
PX_TEX;WER_MGR;N;PX_TEX_WER_br;PX_TEX_WER_br;px_tex;*;*;*;B;Brak parametru.;N
PX_TEX;WER_SYS;N;PX_TEX_WER_br;PX_TEX_WER_br;px_tex;*;*;*;B;Brak parametru.;N
PX_TEX;WER_ZL;N;PX_TEX_WER_br;PX_TEX_WER_br;px_tex;*;*;*;B;Brak parametru.;N
PX_VER;WER;N;PX_VER_RKPRZ;px_ver_rkprz;px_ver;*;*;*;B;Brak parametru.;N
PX_WYK;WER_O;N;PX_WYK_RKPRZ;px_wyk_rkprz;px_wyk;*;*;*;B;Brak parametru.;N
RAPORT;RAP_DICT;N;RKPRZ010;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
RAPORT;RAP_WYB;N;RKPRZ010;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
RAPORT;WER;N;RKPRZ010;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
RBK_RD;WER;N;RBK_RD_REKB;rbk_rd_rekb;rachunki;*;*;*;B;Brak parametru.;N
REJ_MAT;WER;N;REJ_MAT_BR;rej_mat_br;zl_limit;*;*;*;B;Brak parametru.;N
REM_GRG;WER;N;REM_GRG_RB;rem_grg_record_before;!tre_zgl_rzgl;*;*;*;B;Brak parametru.;N
REM_GRG;WER_ALL;N;REM_GRG_RB;rem_grg_record_before;!tre_zgl_rzgl;*;*;*;B;Brak parametru.;N
REM_GRG;WER_CZYN;N;REM_GRG_RB;rem_grg_record_before;!tre_zgl_rzgl;*;*;*;B;Brak parametru.;N
REM_GRM;WER;N;REM_GRM_RB;rem_grm_record_before;!tre_zgl_rzgl;*;*;*;B;Brak parametru.;N
REM_GWAR;WER;N;REM_GWAR_BEREC;rem_gwar_berec;zasoby;*;*;*;B;Brak parametru.;N
REM_ZASP;WER;N;REM_ZASP_RECORD_BEFORE;record_before;!tre_tre_dprz;*;*;*;B;Brak parametru.;N
REZ;FAP;N;PWFAPREZ;pwfaprez;faktury_poz;*;*;*;B;Brak parametru.;N
REZ;TYM;N;REK_REZ1;rek_rez1;rezerwacje;*;*;*;B;Brak parametru.;N
REZ;TYMREA;N;REPZREZT;repzrezt;rezerwacje;*;*;*;B;Brak parametru.;N
REZ;WER;N;REK_REZ1;rek_rez1;rezerwacje;*;*;*;B;Brak parametru.;N
RODZO;WER;N;RODZO_RB;rodzo_rb;!zws_par_kmtr;*;*;*;B;Brak parametru.;N
ROW_DOC;WERD;N;REC_KDOC;rec_kdoc;!fks_dks_rkow;*;*;*;B;Brak parametru.;N
ROW_DOC;WERK;N;REC_KZRD;rec_kzrd;!fks_dks_rkow;*;*;*;B;Brak parametru.;N
ROW_DOC;WERR;N;REK_RDOC;rek_rdoc;!fks_dks_rkow;*;*;*;B;Brak parametru.;N
ROW_DOC;WERR0;N;REK_RDOC;rek_rdoc;!fks_dks_rkow;*;*;*;B;Brak parametru.;N
ROW_KON;WER;N;REC_KZRD;rec_kzrd;!fks_dks_rkow;*;*;*;B;Brak parametru.;N
ROW_KON;WERG;N;REC_KZRD;rec_kzrd;!fks_dks_rkow;*;*;*;B;Brak parametru.;N
ROW_NAG;SLO;N;RKPRZ049;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ROW_NAG;WER;N;RKPRZ049;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ROZMP;WER;N;ROZMP_RB;rozmp_rb;normatyw;*;*;*;B;Brak parametru.;N
ROZ_ANA;WER1;N;RKPRZ032;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ROZ_ANA;WER2;N;RKPRZ032;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ROZ_KON;WER_K;N;UST_WYR;ust_wyr;!fks_dks_rkod;*;*;*;B;Brak parametru.;N
ROZ_KON;WER_K0;N;UST_WYR;ust_wyr;!fks_dks_rkod;*;*;*;B;Brak parametru.;N
ROZ_KON;WER_P;N;UST_WYR;ust_wyr;!fks_dks_rkod;*;*;*;B;Brak parametru.;N
ROZ_KON;WER_P0;N;UST_WYR;ust_wyr;!fks_dks_rkod;*;*;*;B;Brak parametru.;N
ROZ_KON;WER_Z;N;UST_WYR;ust_wyr;!fks_dks_rkod;*;*;*;B;Brak parametru.;N
ROZ_KON;WER_Z0;N;UST_WYR;ust_wyr;!fks_dks_rkod;*;*;*;B;Brak parametru.;N
ROZ_NAZ;SLO3;N;REK_ROZL;rek_rozl;!fks_dks_rkow;*;*;*;B;Brak parametru.;N
ROZ_NAZ;WER;N;RKPRZ050;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
RO_REQN;WER;N;br_ro_reqn;br_ro_reqn;rodo;*;*;*;B;Brak parametru.;N
RO_REQR;WER;N;br_ro_reqr;br_ro_reqr;rodo;*;*;*;B;Brak parametru.;N
RP_OSOBA;CZ_L;N;PHR_TYMCZASOWA;phr_tymczasowa;prt_tab;*;*;*;B;Brak parametru.;N
RP_OSOBA;LISTA;N;PHR_TYMCZASOWA;phr_tymczasowa;prt_tab;*;*;*;B;Brak parametru.;N
R_OPCZYT;WER;N;R_OPCZYT_WER_BR;r_opczyt_wer_br;!zws_par_pzro;*;*;*;B;Brak parametru.;N
SAM;WER;N;rek_sam;rek_sam;samochody;*;*;*;B;Brak parametru.;N
SAM;WER_OLD;N;SAMBEREC;sam_be_rec;skid_sam;*;*;*;B;Brak parametru.;N
SAMK;PWER;N;RKPRZ_SAMK;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SAMK;WER;N;RKPRZ_SAMK;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SAMK_TRA;WER;N;RP_SAMK_TRA;rp_samk_tra;karty_drog;*;*;*;B;Brak parametru.;N
SC;WER;N;SC_INFO;sc_info;magazyn_stan;*;*;*;B;Brak parametru.;N
SC;WER_KD;N;SC_INFO;sc_info;magazyn_stan;*;*;*;B;Brak parametru.;N
SCH_FORM;WER;N;REKPR_SCH_FORM;rekpr_sch_form;obiegi;*;*;*;B;Brak parametru.;N
SELODP;WER;N;SELODP_REC;selodp_rec;umowy_miejskie;*;*;*;B;Brak parametru.;N
SELUL;WER;N;SEL_TYP_SEL_01;sel_typ_sel_01;umowy_miejskie;*;*;*;B;Brak parametru.;N
SER_NAGS;SERNOTYW;N;RKPRZ025;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_NAGS;SER_NAGK;N;RKPRZ025;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_NAGS;SER_NAGN;N;RKPRZ025;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_NAGS;SER_NAGW;N;RKPRZ025;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_NAGS;SER_NOTY;N;RKPRZ025;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_POZ;SERPOZN1;N;RKPRZ039;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_POZ;SERPOZW;N;RKPRZ039;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_POZ;SERPOZW1;N;RKPRZ039;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_POZ;SERPOZW2;N;RKPRZ039;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_POZ;SER_POZN;N;RKPRZ039;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_POZ;SER_POZW;N;RKPRZ039;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_TPOZ;WER;N;RPRZ_TPOZ;rprz_tpoz;!zws_par_frst;*;*;*;B;Brak parametru.;N
SER_TPOZ;WER1;N;RPRZ_TPOZ;rprz_tpoz;!zws_par_frst;*;*;*;B;Brak parametru.;N
SER_TPOZ;WERS;N;RPRZ_TPOZ;rprz_tpoz;!zws_par_frst;*;*;*;B;Brak parametru.;N
SER_TPOZ;WERS1;N;RPRZ_TPOZ;rprz_tpoz;!zws_par_frst;*;*;*;B;Brak parametru.;N
SER_WART;WER;N;RKPRZ038;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SER_WOW;WER2;N;RKPRZ023;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SKAN_DOK;WER;N;br_skan_dok;br_skan_dok;zso_scn;*;*;*;B;Brak parametru.;N
SKIDXD;PROJEKTY;N;br_skidxd;br_skidxd;!ctr_pco_zdok;*;*;*;B;Brak parametru.;N
SKIDXD;WER;N;br_skidxd;br_skidxd;!ctr_pco_zdok;*;*;*;B;Brak parametru.;N
SKIDXD;WERV;N;br_skidxd;br_skidxd;!ctr_pco_zdok;*;*;*;B;Brak parametru.;N
SKID_MBK;WER;N;RKPRZ_SKMBK;rkprz_skmbk;!ctr_pdm_patd;*;*;*;B;Brak parametru.;N
SKID_MBK;WER1;N;RKPRZ_SKMBK1;rkprz_skmbk1;!ctr_pdm_patd;*;*;*;B;Brak parametru.;N
SKID_MBK;WER2;N;RKPRZ_SKMBK;rkprz_skmbk;!ctr_pdm_patd;*;*;*;B;Brak parametru.;N
SKID_MBN;WER_C;N;br_skid_mbn;br_skid_mbn;control;*;*;*;B;Brak parametru.;N
SKID_MBN;WER_O;N;br_skid_mbn2;br_skid_mbn;obe_budz;*;*;*;B;Brak parametru.;N
SKID_MBP;KON;N;br_skid_mbp_kontr;br_skid_mbp;obe_budz;*;*;*;B;Brak parametru.;N
SKID_RBK;SLO_RACH;N;RKPRZ031;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SKID_RBK;SLO_RBL;N;RBK_REK;rbk_rek;rachunki;*;*;*;B;Brak parametru.;N
SKID_RBK;SLO_RBO;N;RKPRZ031;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SKID_RBK;SLO_RBOW;N;RB_RBKD_WT;rb_rbkd_wt;rachunki;*;*;*;B;Brak parametru.;N
SKID_RBK;SLO_SLR;N;RKPRZ031;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SKID_RBK;WER_KHS;N;RB_RBSKH;rb_rbskh;rachunki;*;*;*;B;Brak parametru.;N
SKID_RBK;WER_RACH;N;RKPRZ031;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SKID_RBK;WER_RBO;N;RKPRZ031;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SL;SLO;N;REK_SL;rek_sl;!zws_par_lmag;*;*;*;B;Brak parametru.;N
SL;STN;N;SUMA_SL;suma_sl;magazyn_stan;*;*;*;B;Brak parametru.;N
SL;WER;N;REK_SL;rek_sl;!zws_par_lmag;*;*;*;B;Brak parametru.;N
SLO;AU_ROZ;N;RKPRZ034;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SLO;K_WYR1;N;WYR_MAS;wyr_mas;!fks_dks_rkod;*;*;*;B;Brak parametru.;N
SLO;K_WYR2;N;WYR_PROC;wyr_proc;!fks_dks_rkod;*;*;*;B;Brak parametru.;N
SLO;WYR;N;RKPRZ034;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SLU;SLO;N;RKPRZ037;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SLU;SLO1;N;RKPRZ037;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SLU;SLU_WER;N;RKPRZ037;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SLU;WER;N;RKPRZ037;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SM;STANY;N;SM_PRED;sm_pred;magazyn_stan;*;*;*;B;Brak parametru.;N
SM;STANYP;N;SM_PRED;sm_pred;magazyn_stan;*;*;*;B;Brak parametru.;N
SM;WERDK_L;N;SM_KOL;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SPR_K;WER_KLU;N;RKPRZ033;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
SRDO;WER;N;rp_srdo;rp_srdo;fst;*;*;*;B;Brak parametru.;N
SRST;DWER;N;br_srst;br_srst_a;fst;*;*;*;B;Brak parametru.;N
SRST;DWER_N;N;br_srst;br_srst_a;fst;*;*;*;B;Brak parametru.;N
SRST;DWER_N_O;N;br_srst;br_srst_a;fst;*;*;*;B;Brak parametru.;N
SRST;DWER_O;N;br_srst;br_srst_a;fst;*;*;*;B;Brak parametru.;N
SRST;WER;N;br_srst;br_srst_a;fst;*;*;*;B;Brak parametru.;N
SRST;WER_E;N;br_srst_e;br_srst_e;!fst_ewi_zasa;*;*;*;B;Brak parametru.;N
SRST;WER_K;N;br_srst;br_srst_a;fst;*;*;*;B;Brak parametru.;N
SRST;WER_N;N;br_srst;br_srst_a;fst;*;*;*;B;Brak parametru.;N
SRST;WER_N_E;N;br_srst_en;br_srst_e;!fst_ewi_zasb;*;*;*;B;Brak parametru.;N
SRST;WER_S;N;br_srst;br_srst_a;fst;*;*;*;B;Brak parametru.;N
SRST;WER_U;N;br_srst_upr;br_srst;!fst_ewi_zasd;*;*;*;B;Brak parametru.;N
SRST;WER_UE;N;br_srst_eu;br_srst_e;!fst_ewi_zasd;*;*;*;B;Brak parametru.;N
SRSW;HISTORIA;N;br_srsw;br_srsw;fst;*;*;*;B;Brak parametru.;N
SRXD;WER;N;srxd_b_record;srxd_b_record;!fst_inp_darw;*;*;*;B;Brak parametru.;N
SRXN;WER;N;srxn_rekord_przed;srxn_rekord_przed;!fst_inp_darz;*;*;*;B;Brak parametru.;N
SRZF;SEL;N;rp_srzf;rp_srzf;!fst_ewi_dzrf;*;*;*;B;Brak parametru.;N
SRZF;WER;N;rp_srzf;rp_srzf;!fst_ewi_dzrf;*;*;*;B;Brak parametru.;N
SRZF;WER_U;N;rp_srzf;rp_srzf;!fst_ewi_dzrf;*;*;*;B;Brak parametru.;N
STANY;WER;N;RP_SROK;rp_srok;rozrach;*;*;*;B;Brak parametru.;N
SYNC_DEF;WER;N;SYNC_REK;sync_def_rek;synchro;*;*;*;B;Brak parametru.;N
SYNC_FLD;WER;N;SYNC_FLD_REK;sync_fld_rek;synchro;*;*;*;B;Brak parametru.;N
SZK_WZO;ZAP;N;PHR_TYMCZASOWA;phr_tymczasowa;prt_tab;*;*;*;B;Brak parametru.;N
TAB_WT;WER02;N;br_tab_wt;br_tab_wt;obiegi_akc;*;*;*;B;Brak parametru.;N
TACTTLS;WERA_T;N;RKPRZ_TACTTLS;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TACTTLS;WERA_W;N;RKPRZ_TACTTLS;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TACTTLS;WERA_Z;N;RKPRZ_TACTTLS;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TACTTLS;WERZ_T;N;RKPRZ_TACTTLS;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TACTTLS;WERZ_Z;N;RKPRZ_TACTTLS;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TACTTLS;WER_T;N;RKPRZ_TACTTLS;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TACTTLS;WER_W;N;RKPRZ_TACTTLS;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TACTTLS;WER_Z;N;RKPRZ_TACTTLS;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TAT;WER;N;TAT_REK;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TCHMAT;WER_T;N;RKPRZ004A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TCHMAT;WER_W;N;RKPRZ004A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TCHMAT;WER_Z;N;RKPRZ004A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TECHZAMS;SLO;N;PRTECHZA;pr_tchza;tech_oper;*;*;*;B;Brak parametru.;N
TECHZAMS;WER_T;N;PRTECHZA;pr_tchza;tech_oper;*;*;*;B;Brak parametru.;N
TECHZAMS;WER_W;N;PRTECHZA;pr_tchza;tech_oper;*;*;*;B;Brak parametru.;N
TECHZAMS;WER_Z;N;PRTECHZA;pr_tchza;tech_oper;*;*;*;B;Brak parametru.;N
TKAT;WER;N;KAT_PRED;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TKTL;SLO;N;RKPRZ_TKTL;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TKTL;SLO_;N;RKPRZ_TKTL_WZOR;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
TKTL;WER;N;RKPRZ_TKTL;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
